id,user_location,text,user_name,user_followers,id_str,created,retweet_count,polarity,time
18,Reluctant to participate,@Yamiche Let the Trump test dummies see if it’s ok to go back to work,NeckTieMusik,3,1252803385507680256,2020-04-22T03:36:17,0,0.25,2020-04-21T21:36:22.837375
19,"Elizabethton, TN",@ChrisRFraser @N1S1123 @Stand4TruthOnly @JulianSvendsen @realDonaldTrump Don’t you just love how the “elite” Trump… https://t.co/gghGqJ9wFv,KellyMunns1,1310,1252803385633406981,2020-04-22T03:36:17,0,0.5,2020-04-21T21:36:22.909691
20,"Minneapolis, MN",@w_terrence Trump 2020,Edith54231147,88,1252803385822187521,2020-04-22T03:36:17,0,0.0,2020-04-21T21:36:22.913950
21,"Marietta, GA","RT @web_rant: @HotlineJosh Maybe ""seniors should die so we can make more money"" isn't the rally cry Republicans think it is.

https://t.co/…",eeyrehead,1872,1252803385826385920,2020-04-22T03:36:17,0,0.5,2020-04-21T21:36:22.938024
22,"Hazaribag, India",RT @washingtonpost: From The Post's Editorial Board: Trump and his allies are using the pandemic to push an unrelated agenda https://t.co/X…,jsahyog,127,1252803386115670017,2020-04-22T03:36:17,0,0.0,2020-04-21T21:36:22.991543
23,"San Bernardino, CA","RT @PhredDibiase718: - Trump said he talked to 100’s of governors about re opening....

- There’s only 50 states....😐 https://t.co/QW5ITEgS…",gflores1415,235,1252803386115686402,2020-04-22T03:36:17,0,0.0,2020-04-21T21:36:23.003860
24,"Miami, FL",グリーンカード面接日3日前にコロナの影響で移民局が閉まり、面接がキャンセルされたんだけど、まさかの永住権申請を一時停止...。既に提出済みのケースはそのままプロセスしてくれるのかな？気になる。。 https://t.co/ZjuyWwqtHF,elly_wagyu,330,1252803386686111745,2020-04-22T03:36:18,0,0.0,2020-04-21T21:36:23.138803
25,Everywhere,"RT @HKrassenstein: Now that studies are showing that hydroxychloroquine resulted in a higher death rate for COVID19 patients, can we please…",thepoliticalcat,32665,1252803386891591682,2020-04-22T03:36:18,0,0.25,2020-04-21T21:36:23.189616
26,"Bay Area, Ca","RT @Goss30Goss: I just don't get it. Your right to go to a beach, out to dinner, or shopping doesn't fucking trump our rights to not get si…",COVID19TestsNow,2064,1252803386971271169,2020-04-22T03:36:18,0,-0.15714285714285714,2020-04-21T21:36:23.210841
27,"Washington, DC","RT @Lybio: 👍💥@realDonaldTrump💥👍: If I Came Up With A Tablet, You Take It, And This Plague Is Gone, [😡Dems😡] They’ll Say Trump Did A Terribl…",BadgerM19504306,2809,1252803387047006209,2020-04-22T03:36:18,0,0.0,2020-04-21T21:36:23.214329
28,"Arizona, USA",@trump2020972470 @Marksmwangi @Mike_Pence @realDonaldTrump @WhiteHouse Actually trump made a trade deal with China… https://t.co/FqaRQ6FHAk,shotglass1,35,1252803386648346626,2020-04-22T03:36:17,0,0.0,2020-04-21T21:36:23.277434
29,USA,@RodRosenstein @RWPUSA They sure were. And those Russians wanted Trump.,aliberk65,1002,1252803387332182016,2020-04-22T03:36:18,0,0.5,2020-04-21T21:36:23.279883
30,California via New England.  ,In the meantime Republicans trying to save their sorry asses with the Trump/Russia report.,anon_sopv2,1077,1252803387264909313,2020-04-22T03:36:18,0,-0.5,2020-04-21T21:36:23.291508
31,North of reality,"RT @GiGicmka: ""A federal judge excoriated Attorney General Bill Barr on Thursday for distorting the findings of special counsel Robert Muel…",lLOVEGEORGECON1,953,1252803387395055616,2020-04-22T03:36:18,0,0.20357142857142857,2020-04-21T21:36:23.300581
32,Iowa 4th district Dem voter,RT @joncoopertweets: Trump: “Go back to work and die for the economy. Please and thank you.”,sasyecat,6693,1252803387705438208,2020-04-22T03:36:18,0,0.0,2020-04-21T21:36:23.384384
33,"Colorado, USA","RT @RichardVeii: Sounds like Big Mike might be scared of the annual physical he would have to take.  😷

'She doesn’t want the job': Valerie…",COSseaton,3885,1252803394160345088,2020-04-22T03:36:19,0,0.0,2020-04-21T21:36:24.916048
34,"Grants Pass, Oregon","RT @codysbookshelf: It’s a no from me, dawg. I own cats; I do enough checking boxes for pieces of shit. https://t.co/rsje0GsBiP",PrtlndPrinplups,252,1252803394185527296,2020-04-22T03:36:19,0,0.13333333333333333,2020-04-21T21:36:24.948339
35,here 4 love ...of country only,Does what we tweet matter?,realTRUMPERLAND,43128,1252803395938893824,2020-04-22T03:36:20,0,0.0,2020-04-21T21:36:25.351577
36,Occupied Territories,@Homewrecker_ @Remain_Angry @LostOurMorals @JoeBiden If they’re anything like the Trump-critical Republicans I know… https://t.co/hGtEzC950K,a_short_fuse,7,1252803400346906626,2020-04-22T03:36:21,0,0.0,2020-04-21T21:36:26.408121
37,"Bedford, TX",@homejames4 Trader Joe’s has a Sriracha Ranch mixed that’s pretty good.,RWOBedford,39,1252803401898958849,2020-04-22T03:36:21,0,0.31666666666666665,2020-04-21T21:36:26.752611
38,United States,"RT @kylegriffin1: Joe Biden on Gov. Hogan asking South Korea for testing help: ""Think about that: a Governor had to turn to a country halfw…",m_tmmelle,6835,1252803403966754817,2020-04-22T03:36:22,0,0.0,2020-04-21T21:36:27.240991
39,PNW,RT @katieglueck: New Biden statement: “The Trump Administration is currently responsible for one of the most significant failures of govern…,unix_hater,5080,1252803403970867201,2020-04-22T03:36:22,0,0.3028409090909091,2020-04-21T21:36:27.250337
40,California,Absolutely cursed tweet this is the worst take I’ve ever seen on this website and that is saying a LOT,zsbradt,319,1252803404960632833,2020-04-22T03:36:22,0,-0.4,2020-04-21T21:36:27.506104
41,"Carmichael, CA",RT @SteveSchmidtSES: 👇,suemoobles,23,1252803405434646528,2020-04-22T03:36:22,0,0.0,2020-04-21T21:36:27.619506
42,Places unknown,"@tedcruz Hey Ted?
I'm pretty sure Joe wasn't receiving briefings on the pandemic since November of 2019.

You know… https://t.co/IkwvMfyPhW",teangley,118,1252803407276056577,2020-04-22T03:36:22,0,0.375,2020-04-21T21:36:28.072658
43,Lake Mead,RT @overallthiscrap: @mmpadellan @CloudContact I prefer to think of a time when the trump name will never be mention again ..I don’t want t…,ThomasDMalle,1740,1252803408098209792,2020-04-22T03:36:23,0,0.0,2020-04-21T21:36:28.223944
44,Japon,RT @CNNEE: [Análisis] En resumen: no existe una sola persona en Estados Unidos que Biden pueda elegir como su vicepresidente que vaya a aum…,ISialer,2130,1252803409125584897,2020-04-22T03:36:23,0,-0.75,2020-04-21T21:36:28.465903
45,"Scott, LA","He better start showing it then. So far the only thing he said he would do is $15.00 minimum wage. Now, he appears… https://t.co/QPQJGZ7i66",davemar79100800,17,1252803411118088192,2020-04-22T03:36:23,0,0.19999999999999998,2020-04-21T21:36:28.999831
46,"Texas, USA",@dcexaminer @JoeBiden @realDonaldTrump Does Biden know how stupid he comes across ?,rfrego,96,1252803411839418368,2020-04-22T03:36:24,0,-0.7999999999999999,2020-04-21T21:36:29.132801
47,Wa state,RT @GodFamily_USA: Biden should be committed to a mental hospital for treatment. He is the most unfit Dem candidate in history. Not only me…,Underdawg47,1729,1252803413701582848,2020-04-22T03:36:24,0,0.13333333333333333,2020-04-21T21:36:29.617819
48,"Minneapolis, MN",The absolutely bare bare bare minimum for Biden is to say nothing about the left of he can’t say anything positive… https://t.co/eK4MPwxwqt,AderholdGabe,163,1252803414519689216,2020-04-22T03:36:24,0,0.037500000000000006,2020-04-21T21:36:29.794166
49,AKRON OHIO USA,"RT @GhostTrumps: HONESTLY,

WHAT IN THE LIVING HELL IS THE DEMOCRAT PARTY UP TO?

JOE BIDEN IS CELEBRATING ASTEO NUBIAN NEW YEAR

NANCY IS…",krauspaulusa,4457,1252803416449060865,2020-04-22T03:36:25,0,0.36818181818181817,2020-04-21T21:36:30.225447
50,United States,"RT @IvankaTrump: Dr. Birx is an Army Colonel and a subject matter expert who has dedicated her life to fighting infectious diseases.

Why s…",ksmomma74,10349,1252803416767766528,2020-04-22T03:36:25,0,-0.16666666666666666,2020-04-21T21:36:30.295449
51,United States,RT @charliekirk11: Number of @CNN articles on Christine Blasey-Ford's allegations against Brett Kavanaugh in the 19 days after the allegati…,andersons559,458,1252803417539575814,2020-04-22T03:36:25,0,0.0,2020-04-21T21:36:30.492853
52,"Salt Lake City, Utah",Google translate doesn't work either...,ProactiveBroker,1777,1252803417816264705,2020-04-22T03:36:25,0,0.0,2020-04-21T21:36:30.581165
53,"Indiana, USA","RT @charliekirk11: Joe Biden—44 years in office

Chuck Schumer—39 years in office

Nancy Pelosi—33 years in office

Maxine Waters—29 years…",JustWood101,3,1252803419678613504,2020-04-22T03:36:25,0,0.0,2020-04-21T21:36:31.010959
54,Ecuador,@Guenboozy29 i'd rather see that money go to Joe Biden to be frank,dj_nicodemus,38,1252803421758865409,2020-04-22T03:36:26,0,0.0,2020-04-21T21:36:31.498078
55,California,"RT @ProjectLincoln: Vice President @JoeBiden is the antithesis of everything @realDonaldTrump stands for, and his personal triumphs and tra…",elliptical,29,1252803421821825025,2020-04-22T03:36:26,0,0.0,2020-04-21T21:36:31.525064
56,"Florida, USA",RT @drawandstrike: Every morning I get up and check the polls showing Biden leading Trump in the battleground states and I LAUGH MY ASS OFF…,floridayys,9312,1252803421918367748,2020-04-22T03:36:26,0,0.3,2020-04-21T21:36:31.554558
57,"Denver, CO",RT @TreyQuinn9: You know Biden gon pick a Mammy.,mentalascent,219,1252803422044033026,2020-04-22T03:36:26,0,0.0,2020-04-21T21:36:31.567751
58,"Pittsburgh, PA","RT @aishaismad: it is so heartening to see these young Students for Joe Biden, speaking passionately about why they basically hate their cl…",rockschooljim,223,1252803423298355206,2020-04-22T03:36:26,0,-0.25,2020-04-21T21:36:31.884603
59,Worldwide,RT @ArtistsUnitedWW: #JoeDavisBand​ ​@JOEDAVISBAND​ featured in ​#MusicLov3rz​ #WW Magazine April! ​#HandOfGod​ is from their ​#NewAlbum ht…,MusicLov3rzRdo,311645,1252803423659069440,2020-04-22T03:36:26,0,0.0,2020-04-21T21:36:31.963487
