id,user_location,text,user_name,user_followers,id_str,created,retweet_count,polarity,time
19,"Toronto, Ontario",RT @MinhazMerchant: “Angela Merkel's Germany sends China an invoice for £130bn over coronavirus damages.” That should be just the first ins…,rchandrans2015,0,1252800734204243973,2020-04-22T03:25:45,0,0.25,2020-04-21T21:25:50.717896
20,"Flyover, Trump Country","RT @standup_1776: When this is all over the good doctors and garbage IHME researchers will have a lot of explaining to do!

Latest CDC COVI…",kimmi_chelle,9116,1252800734753628160,2020-04-22T03:25:45,0,0.6875,2020-04-21T21:25:50.832007
21,"Illinois, USA","RT @AndyOstroy: Not sure who wrote this, but it is unquestionably THE best rebuke of @realDonaldTrump I've read yet. That's right, I'm talk…",justjo2,10373,1252800735256948737,2020-04-22T03:25:45,0,0.3452380952380952,2020-04-21T21:25:50.962333
22,"Illinois, USA",RT @EmeraldRobinson: President Trump just confirmed: Harvard University will be required to return $9 million they borrowed from the Relief…,jlpitt2,26,1252800735248605184,2020-04-22T03:25:45,0,0.4,2020-04-21T21:25:50.968051
23,"Mesa, AZ",RT @ddale8: Trump is outlining the deal with Democrats. Here's our story: https://t.co/YECnROECJN,AuntInAZ,1284,1252800735441387520,2020-04-22T03:25:45,0,0.0,2020-04-21T21:25:51.002028
24,"Michigan, USA",RT @funder: BREAKING: Senate Intelligence Committee confirms Russia helped Trump in the 2016 election. This also confirms any Republican ca…,huder_jennifer,9,1252800735571558401,2020-04-22T03:25:45,0,0.0,2020-04-21T21:25:51.030452
25,"Virginia, USA",@sam78578255 @JBTtime @oceansfury @JRehling @NikkiHaley @DaveensMoore @realDonaldTrump @standamericanow… https://t.co/ZyD2EZLnho,kennethholland7,4135,1252800735215063040,2020-04-22T03:25:45,0,0.0,2020-04-21T21:25:51.032635
26,Los Angeles,RT @neal_katyal: O. M. G.,mr_wook,412,1252800735835648002,2020-04-22T03:25:45,0,0.0,2020-04-21T21:25:51.118362
27,"Ohio, USA",Did anyone suggest he follow that light?,DebbieRuth123,337,1252800735890362368,2020-04-22T03:25:46,0,0.4,2020-04-21T21:25:51.122003
28,"Phila., Pa/Orlando, FL","RT @BostonGlobe: When asked about President Trump's immigration order, Governor Baker responded: ""I'm opposed to the decision that the pres…",linda_wed1,26480,1252800735890243585,2020-04-22T03:25:46,0,0.0,2020-04-21T21:25:51.127458
29,ohio,RT @CREWcrew: The Trump family travels so much that the Secret Service had to justify the huge spike in costs in its budget requests for th…,lisa_henry,374,1252800736003489793,2020-04-22T03:25:46,0,0.0666666666666667,2020-04-21T21:25:51.139790
30,he/him,loll,getjumby,495,1252800735961628672,2020-04-22T03:25:46,0,0.0,2020-04-21T21:25:51.164660
31,"North Carolina, USA",RT @southerntexan20: @FangtasticMAGA @AngelWarrior321 @KMerica1776 @JoeBiden @HGateway69 @JordynTrump1 @SexyAssPatriot2 @MamaTraxia @Fangta…,MamaTraxia,40420,1252800741120651265,2020-04-22T03:25:47,0,0.0,2020-04-21T21:25:52.352988
32,Hilton Head SC,RT @charliekirk11: Number of @CNN articles on Christine Blasey-Ford's allegations against Brett Kavanaugh in the 19 days after the allegati…,pyrostomper,81,1252800742504660993,2020-04-22T03:25:47,0,0.0,2020-04-21T21:25:52.684538
33,"New Jersey, USA","RT @4everNeverTrump: When the GOP leadership is essentially telling old people to drop dead, you would hope they would consider not voting…",FrancieR13,284,1252800744715149312,2020-04-22T03:25:48,0,-0.03333333333333333,2020-04-21T21:25:53.233769
34,Chicago from Detroit via DCetc,RT @DanaHoule: Barbara Lee was the only member of Congress to vote against the 2001 Authorization to Use Military Force; she thought it gav…,DanaHoule,17612,1252800745478541313,2020-04-22T03:25:48,0,-0.05,2020-04-21T21:25:53.426903
35,United States,RT @Deemoney521: Check out #Joebiden2020's plans for Americans with #disabilities #TeamJoe https://t.co/7e9hnp1yMN,Merrirrro,9582,1252800745977585664,2020-04-22T03:25:48,0,0.0,2020-04-21T21:25:53.501206
36,USA,"RT @kylegriffin1: Joe Biden: ""For President Trump to say in tonight’s briefing that ramping up testing is not needed and that 'not everybod…",ElTocororo,1578,1252800746816303104,2020-04-22T03:25:48,0,0.0,2020-04-21T21:25:53.718537
37,New York City,"RT @AngelWarrior321: STIMULUS FRAUD FOR 3 YEARS IN-2012 under Obama

American taxpayer funds going to KOREAN companies

THANKS @JoeBiden

H…",howienudet,9133,1252800746992668672,2020-04-22T03:25:48,0,0.1,2020-04-21T21:25:53.745841
38,"Oklahoma, USA",RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew. Clapper knew. Rosenstein knew. FBI…,SoonerMAGA1956,98,1252800748133380096,2020-04-22T03:25:48,0,0.0,2020-04-21T21:25:54.064588
39,"Hiram, GA",RT @rockerchick978: Every person still voting Democrat should watch this. And PLEASE DON'T VOTE FOR JOE BIDEN!,JimCrue75,2389,1252800749211394050,2020-04-22T03:25:49,0,0.0,2020-04-21T21:25:54.320981
40,"Mount Sinai, NY",@SunflowerSoul71 @HillaryClinton This party has either had weak leadership or no leadership at all. And Biden doesn… https://t.co/64HznhsDTl,JJFan18,3151,1252800749358256130,2020-04-22T03:25:49,0,-0.375,2020-04-21T21:25:54.336434
41,"Chicago, IL",I cannot take another four years of this.  I need @JoeBiden and @SenKamalaHarris to tell me everything is going to be okay 🙏,kim_kwasRN,395,1252800749546979328,2020-04-22T03:25:49,0,0.5,2020-04-21T21:25:54.359321
42,"Winter Park, Colorado",@JoeBiden @dsfashl #Legalize #Cannabis and you CAN Defeat the #OrangeVirus,wind4me,9091,1252800750083661824,2020-04-22T03:25:49,0,0.0,2020-04-21T21:25:54.516647
43,Coast to Coast,Dear @JoeBiden &amp; his campaign team: Please utilize Michael Bloomberg's extensive digital operation. Don't be stubbo… https://t.co/9nBfgzWQ2m,JimHeathTV,11468,1252800750633185282,2020-04-22T03:25:49,0,0.0,2020-04-21T21:25:54.642680
44,"Anfield, Liverpool","totally, dude..... that's the take away",eamonator,79,1252800750834548737,2020-04-22T03:25:49,0,0.0,2020-04-21T21:25:54.691086
45,NSW Nth Coast,"RT @BlueHouseRoad: If only this gibberish had come out of the mouth of Trump.. ?
What fun you would have had with it...
I guess you don't w…",jimx2460,2583,1252800751224545281,2020-04-22T03:25:49,0,0.15,2020-04-21T21:25:54.761463
46,"Los Angeles, CA","RT @DonaldJTrumpJr: Guys, check out my latest op Ed and RT!!!
Joe Biden Is The Hillary Clinton Retread Of 2020  https://t.co/AQsMdeedl7",thebeckandcall,299,1252800752776384512,2020-04-22T03:25:50,0,0.9765625,2020-04-21T21:25:55.150469
47,"Tennessee, USA","RT @ScottPresler: @JoeBiden Joe Biden is not well. 

This is frail. 

https://t.co/LSI8fwxtGs",John65895498,253,1252800752977920000,2020-04-22T03:25:50,0,0.0,2020-04-21T21:25:55.181577
48,USA,RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew. Clapper knew. Rosenstein knew. FBI…,fullofshitzu,376,1252800752868823041,2020-04-22T03:25:50,0,0.0,2020-04-21T21:25:55.196132
49,California,"RT @AnnaApp91838450: Good Night America🇺🇸
KickAzzPatriots, MAGA
RunAway's Rise Up 
Against Obama ⏬
Corrupt Democrats
Backing Biden It's Too…",Rondie58,346,1252800753489477633,2020-04-22T03:25:50,0,0.09999999999999998,2020-04-21T21:25:55.306428
50,"in the mountains, in Canada","RT @smc429: @IvankaTrump @GOP How dare this CRIMINAL attack Joe Biden, when her husband got BUSTED trying to set up BACKCHANNELS to RUSSIA",Crawley41028176,213,1252800754663882752,2020-04-22T03:25:50,0,-0.4,2020-04-21T21:25:55.602702
51,"Portland, OR","RT @TodMoore3: @johncusack that is your choice, no problem: but it matters not what the hardcore Berners do in November: it is the great Am…",psychwriter1515,4815,1252800755062280193,2020-04-22T03:25:50,0,0.8,2020-04-21T21:25:55.692144
52,"Perth, Western Australia","RT @SteveKornacki: In a new Pew poll, 41% of Dems say it bothers them that their nominee will be a white male in his 70s and 59% say it doe…",Keegan_Nazzari,102,1252800755670478848,2020-04-22T03:25:50,0,0.04545454545454545,2020-04-21T21:25:55.843326
53,Ciudad de Mexico,RT @CarlosLoret: Qué bien le va a caer a @realDonaldTrump su reunión con @lopezobrador_. Va a poder presumir de su gran amigo mexicano mien…,wenkas,141,1252800755938979842,2020-04-22T03:25:50,0,0.0,2020-04-21T21:25:55.950225
54,United States,RT @drvox: 5. Doubling the last number is entirely about getting the maximum number of Ds elected &amp; removing as many of the structural barr…,TrinaJoNG,712,1252800758258556933,2020-04-22T03:25:51,0,0.16666666666666666,2020-04-21T21:25:56.437815
55,"Wichita Falls, TX","RT @DawnBaker2: @Jakejarhead He, Michael, will only do it if there are plans of a rapid dog move to POTUS.  Biden should be told not to sig…",Jakejarhead,4390,1252800758405267456,2020-04-22T03:25:51,0,0.0,2020-04-21T21:25:56.473001
56,"San Francisco, CA","RT @kylegriffin1: Biden: ""The Trump Admin is currently responsible for one of the most significant failures of governance of any admin in m…",AhimsaMD,2386,1252800758673600512,2020-04-22T03:25:51,0,0.35833333333333334,2020-04-21T21:25:56.537934
57,Rhode Island,@JoeBiden Starting out pretty good with encouragement of snitching!,BlueStateRedLad,697,1252800759013560320,2020-04-22T03:25:51,0,0.375,2020-04-21T21:25:56.616866
58,Jersey,@JoeBiden No sir we need required ID to vote! Just like to cash a check or drive or buy alcohol! It’s common sense!,ColGinefra,53,1252800760569569280,2020-04-22T03:25:51,0,-0.375,2020-04-21T21:25:57.007863
59,"Florida, USA",RT @CokoGay: Pennsylvania,BeverlyWade,3240,1252800762452770816,2020-04-22T03:25:52,0,0.0,2020-04-21T21:25:57.452481
60,"Tlaxcala, CDMX. ",RT @CarlosLoret: Qué bien le va a caer a @realDonaldTrump su reunión con @lopezobrador_. Va a poder presumir de su gran amigo mexicano mien…,Ramiro95486018,50,1252800763207643139,2020-04-22T03:25:52,0,0.0,2020-04-21T21:25:57.653004
61,United States,@JoeBiden Can’t you just join all parties together to help Americans instead of all this political crap?! Same ol s… https://t.co/wkdgwRMeJ4,wowWhataWorld,77,1252800763396599809,2020-04-22T03:25:52,0,-0.3333333333333333,2020-04-21T21:25:57.687653
62,"Portland, OR USA",RT @presidentodds: @JoeBiden Will Biden win the 2020 election?,TelemachusRome,491,1252800764629536768,2020-04-22T03:25:52,0,0.8,2020-04-21T21:25:57.984038
63,"Vacaville, CA",RT @tedcruz: Hard-hitting journalism: “Why are you so am-aaaaay-zing?”,Verona83,4177,1252800765472550914,2020-04-22T03:25:53,0,0.0,2020-04-21T21:25:58.180367
