id,user_location,text,user_name,user_followers,id_str,created,retweet_count,polarity,time
11,Online,RT @EmeraldRobinson: President Trump just confirmed: Harvard University will be required to return $9 million they borrowed from the Relief…,glow_frog,835,1252800354418376704,2020-04-22T03:24:15,0,0.4,2020-04-21T21:24:20.157680
12,United States,"RT @eugenegu: Dr. Birx cares more about appeasing Trump and keeping her job than she cares about the people of our country. Unfortunately,…",BillTruthfinder,1026,1252800355156529152,2020-04-22T03:24:15,0,0.5,2020-04-21T21:24:20.329638
13,"Trabuco Canyon, Ca",RT @RealJamesWoods: Yeah. I’ve been working in the lab with my old high school chemistry set.,sandyklewis,2146,1252800355236118528,2020-04-22T03:24:15,0,0.13,2020-04-21T21:24:20.372742
14,"Richmond, IN, 47374",RT @GovHowardDean: The president is a crackpot. If this stands w@there will be a vegetable shortage this summer and fall and farmers all ov…,MPHclaxxx,1475,1252800355412385792,2020-04-22T03:24:15,0,0.0,2020-04-21T21:24:20.413042
15,USA,"RT @rising_serpent: President Trump:  ""Harvard is going to pay back the money they took from the Coronavirus package""
""They have one of the…",TormeyKaren,505,1252800355487768576,2020-04-22T03:24:15,0,0.0,2020-04-21T21:24:20.416518
16,100% ,"RT @AlexHortonTX: More deaths, no better outcomes for veterans who received hydroxychloroquine treatment, study says https://t.co/xF9fv9WSCk",713AstrosFan,138,1252800356100255744,2020-04-22T03:24:15,0,0.125,2020-04-21T21:24:20.549787
17,"Sierra Vista, AZ",RT @BobA1959: Is munchkin talking about infrastructure in a pandemic? Fucking trump has had three years and has done NOTHING. More deflecti…,Daytripp3r67,1226,1252800356058189825,2020-04-22T03:24:15,0,-0.04999999999999999,2020-04-21T21:24:20.558122
18,United States,"RT @ezraklein: It is INSANE that a national testing program is being framed as a concession to congressional Democrats.

It is even more in…",lskurrus,60617,1252800356263829505,2020-04-22T03:24:15,0,-0.25,2020-04-21T21:24:20.626660
19,observable universe,"RT @AlecMacGillis: “Three days before Jones’ death, Jones and his sons sent the 2nd of two scorching letters to McConnell…They called on hi…",JstKind,2857,1252800356515536896,2020-04-22T03:24:15,0,0.0,2020-04-21T21:24:20.654226
20,فلسطين - الضفة الغربية - جنين ,"RT @SenatorDurbin: 8 years ago, the federal govt made a commitment to young immigrants who grew up in this country: come forward and regist…",imad403,77,1252800356448272386,2020-04-22T03:24:15,0,0.1,2020-04-21T21:24:20.659696
21,Miami ànd Potawatomi territory,RT @RodRosenstein: The Russians who meddled in the 2016 presidential election were on the Russian side. They will be on the Russian side in…,PragmatistProf,908,1252800356867809280,2020-04-22T03:24:15,0,0.0,2020-04-21T21:24:20.743232
22,Doha Qatar ,RT @CraigSh8: @real_defender @realDonaldTrump We TRUST YOU PRESIDENT TRUMP!!,jamanstone9,543,1252800356901425152,2020-04-22T03:24:15,0,0.0,2020-04-21T21:24:20.750914
23,"California, USA",@WhiteHouse @PressSec @realDonaldTrump Trump wants his money damn it! https://t.co/CfBexjVY2N,LeftyRandy,347,1252800356448235520,2020-04-22T03:24:15,0,0.25,2020-04-21T21:24:20.801571
24,"Monterey Bay, CA","RT @kylegriffin1: Biden: ""The Trump Admin is currently responsible for one of the most significant failures of governance of any admin in m…",thoughtShopper,471,1252800357048049670,2020-04-22T03:24:15,0,0.35833333333333334,2020-04-21T21:24:20.809009
25,MO via CA,RT @pdacosta: Trump asks Trump for taxpayer funds to help the Trumps. https://t.co/TUuOUpP59w,Eric_Pete,267,1252800357400547328,2020-04-22T03:24:15,0,0.0,2020-04-21T21:24:20.901324
26,"Texas, USA","RT @dbongino: The far left are the most angry, hate-filled, out of control, lunatics you’ll ever come across. Many are gleeful that a poten…",RodneyRodney50,75,1252800357928972289,2020-04-22T03:24:15,0,0.12,2020-04-21T21:24:20.997189
27,"Northern Rockies, U.S.A.🏔","Dear @realDonaldTrump 
You are a sick and twisted human being.
You belong in an asylum.

https://t.co/lPlT5tPGvR",AssholeMctrump,2205,1252800357991931905,2020-04-22T03:24:15,0,-0.4047619047619048,2020-04-21T21:24:21.033079
28,"Cincinnati, OH",RT @jaketapper: Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.…,TheCincyKid89,150,1252800358394593281,2020-04-22T03:24:16,0,0.13636363636363635,2020-04-21T21:24:21.110092
29,"Arizona, USA","RT @megdogwuff: Welp... 4/20/20 might go down in history as the day that Trump broke ALL his haters simultaneously! 

#AmericaFirst https:/…",borstel_walter,4990,1252800358553808896,2020-04-22T03:24:16,0,-0.19444444444444448,2020-04-21T21:24:21.137874
30,"Lower Burrell, PA",Not suprising wonder if she wore a mask or thinks like her father,SpeerFrances,1,1252800358583328769,2020-04-22T03:24:16,0,0.0,2020-04-21T21:24:21.173043
31,"Weehawken, NJ",@mitchellvii I have been a trump supporter since the beginning and following you since the.  Didn’t know that you a… https://t.co/qCvzLaPm4y,joannethewise,31,1252800358730158080,2020-04-22T03:24:16,0,0.0,2020-04-21T21:24:21.215935
