id,user_location,text,user_name,user_followers,id_str,created,retweet_count,polarity,time
14,🇺🇸U🇺🇸S🇺🇸A,RT @DiamondandSilk: Democrat State Rep. Who Survived Coronavirus Says ‘We Need To Unite’ Behind President Trump. https://t.co/576nK48aVp,CUZMEN,8492,1252802786376290304,2020-04-22T03:33:54,0,-0.4,2020-04-21T21:34:00.017573
15,NYC,"RT @RepSwalwell: So @realDonaldTrump calls himself a “wartime president.” Well, every “wartime president” visited the front lines of a batt…",mattfortgang1,125,1252802786724478977,2020-04-22T03:33:54,0,0.0,2020-04-21T21:34:00.117503
16,"Arizona, USA",Obviously you have been misled or your Twitter surrogate has zero brain power to conduct research readily available… https://t.co/iH7VsyMOau,CASE103060,13401,1252802786665758721,2020-04-22T03:33:54,0,0.1,2020-04-21T21:34:00.121283
17,"Austin, TX","RT @COsweda: Maher: ""Trump lies, defects responsibility, blames everyone else, farts in church, cheats at crossword puzzles, and honks his…",virgo6776,11708,1252802786930065408,2020-04-22T03:33:55,0,0.0,2020-04-21T21:34:00.177035
18,"Des Moines, Iowa","RT @ScottPresler: 5 days ago, I tweeted that I was angry. 

I channeled my anger into action &amp; created plans to flip the House from 🔵🔜🔴.

P…",kateKennedy17,454,1252802787529949184,2020-04-22T03:33:55,0,-0.36666666666666664,2020-04-21T21:34:00.296260
19,"Stockbridge, GA","RT @RichardGrenell: Not true. I answered him. 
He said we should act like we are a hedge fund and a troubled asset - I said no, we should a…",Weezil62,684,1252802787580284928,2020-04-22T03:33:55,0,-0.3375,2020-04-21T21:34:00.354265
20,"ÜT: 35.271458,-82.503049",RT @LisaMei62: Disgusting how these traitors don't want people cured. They are KNOWINGLY withholding crucial life-saving cures.,mtnmeghan,424,1252802787550941184,2020-04-22T03:33:55,0,-0.5,2020-04-21T21:34:00.407927
21,United States,"RT @20committee: From the ""no shit"" file...

The SSCI report is astonishingly heavily redacted, we're only getting some key points here, bu…",BeddyRoosevelt,1071,1252802787714510848,2020-04-22T03:33:55,0,-0.025,2020-04-21T21:34:00.456027
22, Wilderness of Mirrors,"Political leaders, including Donald Trump, say lockdowns must end to save the economy. 

Many business leaders have… https://t.co/UT26xpaqGo",IntelOperator,13984,1252802787626364928,2020-04-22T03:33:55,0,0.25,2020-04-21T21:34:00.460896
23,Boston,"@AndyOstroy @realDonaldTrump Article was great, but the best part is a comment below it from an American who lived… https://t.co/bJM1dHi9qX",ricesolarmal,182,1252802788414967808,2020-04-22T03:33:55,0,0.6,2020-04-21T21:34:00.510857
24,United States,RT @RodRosenstein: The Russians who meddled in the 2016 presidential election were on the Russian side. They will be on the Russian side in…,Edweard,778,1252802788691546112,2020-04-22T03:33:55,0,0.0,2020-04-21T21:34:00.549164
25,"Here, there & everywhere","RT @211Pine: Here it comes, America! 🇺🇸

After calling it an apocalypse &amp; saying Trump isn’t doing enough, the left &amp; the MSM is about to s…",SoCalAngel,14051,1252802788695785476,2020-04-22T03:33:55,0,0.0,2020-04-21T21:34:00.559671
26,"Edmonton, Alberta","RT @rronnilynn: Trump said that ""HUNDREDS of Governors are calling him."". We only have 50. Think about that. Take all the time you need.",KassyKap,222,1252802788842602500,2020-04-22T03:33:55,0,0.0,2020-04-21T21:34:00.592422
27,"Pennsylvania, USA",RT @ewarren: I’ll say this for as long as the Trump administration needs to hear it: We need to ramp up testing—and we need to do it now.…,HooDooKoo,185,1252802789031530497,2020-04-22T03:33:55,0,-0.05,2020-04-21T21:34:00.616677
